ticker,status,cik,full_text_path,risk_factors_path,mda_path
SOPH,no_filing,0001840706,,,
USCB,no_filing,0001901637,,,
XPOF,cached,,data/raw/s1_filings/XPOF_2021-07-23.txt,data/raw/s1_filings/XPOF_2021-07-23_risk_factors.txt,data/raw/s1_filings/XPOF_2021-07-23_mda.txt
ABSI,cached,,data/raw/s1_filings/ABSI_2021-07-22.txt,data/raw/s1_filings/ABSI_2021-07-22_risk_factors.txt,data/raw/s1_filings/ABSI_2021-07-22_mda.txt
BASE,cik_not_found,,,,
INST,cik_not_found,,,,
RYAN,cached,,data/raw/s1_filings/RYAN_2021-07-22.txt,data/raw/s1_filings/RYAN_2021-07-22_risk_factors.txt,data/raw/s1_filings/RYAN_2021-07-22_mda.txt
ZENV,cik_not_found,,,,
ZVIA,cached,,data/raw/s1_filings/ZVIA_2021-07-22.txt,data/raw/s1_filings/ZVIA_2021-07-22_risk_factors.txt,data/raw/s1_filings/ZVIA_2021-07-22_mda.txt
KLTR,cached,,data/raw/s1_filings/KLTR_2021-07-21.txt,data/raw/s1_filings/KLTR_2021-07-21_risk_factors.txt,data/raw/s1_filings/KLTR_2021-07-21_mda.txt
LAW,cached,,data/raw/s1_filings/LAW_2021-07-21.txt,data/raw/s1_filings/LAW_2021-07-21_risk_factors.txt,data/raw/s1_filings/LAW_2021-07-21_mda.txt
PFTA,cik_not_found,,,,
PYCR,cik_not_found,,,,
VEEE,cached,,data/raw/s1_filings/VEEE_2021-07-21.txt,data/raw/s1_filings/VEEE_2021-07-21_risk_factors.txt,data/raw/s1_filings/VEEE_2021-07-21_mda.txt
VTEX,no_filing,0001793663,,,
CLAY,cik_not_found,,,,
CLOE,cik_not_found,,,,
HCWB,cached,,data/raw/s1_filings/HCWB_2021-07-20.txt,data/raw/s1_filings/HCWB_2021-07-20_risk_factors.txt,data/raw/s1_filings/HCWB_2021-07-20_mda.txt
TRTL,cik_not_found,,,,
APAC,no_filing,0002043630,,,
BLND,cached,,data/raw/s1_filings/BLND_2021-07-16.txt,data/raw/s1_filings/BLND_2021-07-16_risk_factors.txt,data/raw/s1_filings/BLND_2021-07-16_mda.txt
BRDG,cik_not_found,,,,
BSAQ,cik_not_found,,,,
ERAS,cached,,data/raw/s1_filings/ERAS_2021-07-16.txt,data/raw/s1_filings/ERAS_2021-07-16_risk_factors.txt,data/raw/s1_filings/ERAS_2021-07-16_mda.txt
IMGO,cik_not_found,,,,
RGC,no_filing,0001829667,,,
STVN,no_filing,0001849853,,,
TCRX,cached,,data/raw/s1_filings/TCRX_2021-07-16.txt,data/raw/s1_filings/TCRX_2021-07-16_risk_factors.txt,data/raw/s1_filings/TCRX_2021-07-16_mda.txt
TWCB,cik_not_found,,,,
CLAQ,cik_not_found,,,,
FXLV,cik_not_found,,,,
PECO,no_filing,0001476204,,,
RPID,cached,,data/raw/s1_filings/RPID_2021-07-15.txt,data/raw/s1_filings/RPID_2021-07-15_risk_factors.txt,data/raw/s1_filings/RPID_2021-07-15_mda.txt
SERA,cached,,data/raw/s1_filings/SERA_2021-07-15.txt,data/raw/s1_filings/SERA_2021-07-15_risk_factors.txt,data/raw/s1_filings/SERA_2021-07-15_mda.txt
SGHT,cached,,data/raw/s1_filings/SGHT_2021-07-15.txt,data/raw/s1_filings/SGHT_2021-07-15_risk_factors.txt,data/raw/s1_filings/SGHT_2021-07-15_mda.txt
SHCO,cik_not_found,,,,
UPTD,cik_not_found,,,,
IINN,no_filing,0001837493,,,
JATT,no_filing,0002112446,,,
ARYE,cik_not_found,,,,
UNCY,cached,,data/raw/s1_filings/UNCY_2021-07-13.txt,data/raw/s1_filings/UNCY_2021-07-13_risk_factors.txt,data/raw/s1_filings/UNCY_2021-07-13_mda.txt
GWII,cik_not_found,,,,
ACRO,cik_not_found,,,,
GLTA,cik_not_found,,,,
RNAZ,cached,,data/raw/s1_filings/RNAZ_2021-07-09.txt,data/raw/s1_filings/RNAZ_2021-07-09_risk_factors.txt,data/raw/s1_filings/RNAZ_2021-07-09_mda.txt
SNTG,no_filing,0001810467,,,
ALCC,cik_not_found,,,,
AVX,cached,,data/raw/s1_filings/AVX_2021-07-08.txt,data/raw/s1_filings/AVX_2021-07-08_risk_factors.txt,data/raw/s1_filings/AVX_2021-07-08_mda.txt
MITQ,cached,,data/raw/s1_filings/MITQ_2021-07-08.txt,data/raw/s1_filings/MITQ_2021-07-08_risk_factors.txt,data/raw/s1_filings/MITQ_2021-07-08_mda.txt
RICO,cik_not_found,,,,
NYXH,no_filing,0001857190,,,
ABOS,cached,,data/raw/s1_filings/ABOS_2021-07-01.txt,data/raw/s1_filings/ABOS_2021-07-01_risk_factors.txt,data/raw/s1_filings/ABOS_2021-07-01_mda.txt
CORS,cik_not_found,,,,
CURV,cached,,data/raw/s1_filings/CURV_2021-07-01.txt,data/raw/s1_filings/CURV_2021-07-01_risk_factors.txt,data/raw/s1_filings/CURV_2021-07-01_mda.txt
DNUT,cached,,data/raw/s1_filings/DNUT_2021-07-01.txt,data/raw/s1_filings/DNUT_2021-07-01_risk_factors.txt,data/raw/s1_filings/DNUT_2021-07-01_mda.txt
DRAY,cik_not_found,,,,
EVCM,cached,,data/raw/s1_filings/EVCM_2021-07-01.txt,data/raw/s1_filings/EVCM_2021-07-01_risk_factors.txt,data/raw/s1_filings/EVCM_2021-07-01_mda.txt
FICV,cik_not_found,,,,
GGGV,cik_not_found,,,,
GGRP,cached,,data/raw/s1_filings/GGRP_2021-07-01.txt,data/raw/s1_filings/GGRP_2021-07-01_risk_factors.txt,data/raw/s1_filings/GGRP_2021-07-01_mda.txt
HEPS,no_filing,0001850235,,,
WAVE,no_filing,0001846715,,,
AVTE,cik_not_found,,,,
CPOP,no_filing,0001807389,,,
CVRX,cached,,data/raw/s1_filings/CVRX_2021-06-30.txt,data/raw/s1_filings/CVRX_2021-06-30_risk_factors.txt,data/raw/s1_filings/CVRX_2021-06-30_mda.txt
DIDIY,no_filing,0001764757,,,
DNAA,cik_not_found,,,,
DNAB,cik_not_found,,,,
DNAC,cik_not_found,,,,
DNAD,cik_not_found,,,,
IAS,cik_not_found,,,,
INTA,cached,,data/raw/s1_filings/INTA_2021-06-30.txt,data/raw/s1_filings/INTA_2021-06-30_risk_factors.txt,data/raw/s1_filings/INTA_2021-06-30_mda.txt
LZ,cached,,data/raw/s1_filings/LZ_2021-06-30.txt,data/raw/s1_filings/LZ_2021-06-30_risk_factors.txt,data/raw/s1_filings/LZ_2021-06-30_mda.txt
MCAF,cik_not_found,,,,
S,cached,,data/raw/s1_filings/S_2021-06-30.txt,data/raw/s1_filings/S_2021-06-30_risk_factors.txt,data/raw/s1_filings/S_2021-06-30_mda.txt
SHQA,cik_not_found,,,,
THCP,cik_not_found,,,,
XMTR,cached,,data/raw/s1_filings/XMTR_2021-06-30.txt,data/raw/s1_filings/XMTR_2021-06-30_risk_factors.txt,data/raw/s1_filings/XMTR_2021-06-30_mda.txt
YOU,download_error: 404 Client Error: Not Found for url: https://www.sec.gov/Archives/edgar/data/1856314/000110465921084327/tm2112714-14_s1a.htm,0001856314,,,
DDL,no_filing,0001854545,,,
EOCW,cik_not_found,,,,
GOBI,cik_not_found,,,,
ACXP,cached,,data/raw/s1_filings/ACXP_2021-06-25.txt,data/raw/s1_filings/ACXP_2021-06-25_risk_factors.txt,data/raw/s1_filings/ACXP_2021-06-25_mda.txt
ELEV,cik_not_found,,,,
GHRS,no_filing,0001855129,,,
GMVDF,cik_not_found,,,,
LENZ,cached,,data/raw/s1_filings/LENZ_2021-06-25.txt,data/raw/s1_filings/LENZ_2021-06-25_risk_factors.txt,data/raw/s1_filings/LENZ_2021-06-25_mda.txt
MCW,cached,,data/raw/s1_filings/MCW_2021-06-25.txt,data/raw/s1_filings/MCW_2021-06-25_risk_factors.txt,data/raw/s1_filings/MCW_2021-06-25_mda.txt
MFLTF,cik_not_found,,,,
TKNO,cached,,data/raw/s1_filings/TKNO_2021-06-25.txt,data/raw/s1_filings/TKNO_2021-06-25_risk_factors.txt,data/raw/s1_filings/TKNO_2021-06-25_mda.txt
BON,no_filing,0001816815,,,
CFLT,cik_not_found,,,,
DOCS,cached,,data/raw/s1_filings/DOCS_2021-06-24.txt,data/raw/s1_filings/DOCS_2021-06-24_risk_factors.txt,data/raw/s1_filings/DOCS_2021-06-24_mda.txt
FTVI,cik_not_found,,,,
GLUE,cached,,data/raw/s1_filings/GLUE_2021-06-24.txt,data/raw/s1_filings/GLUE_2021-06-24_risk_factors.txt,data/raw/s1_filings/GLUE_2021-06-24_mda.txt
MIRO,cik_not_found,,,,
NEUE,cik_not_found,,,,
NLIT,cik_not_found,,,,
UPXI,cached,,data/raw/s1_filings/UPXI_2021-06-24.txt,data/raw/s1_filings/UPXI_2021-06-24_risk_factors.txt,data/raw/s1_filings/UPXI_2021-06-24_mda.txt
CXM,cached,,data/raw/s1_filings/CXM_2021-06-23.txt,data/raw/s1_filings/CXM_2021-06-23_risk_factors.txt,data/raw/s1_filings/CXM_2021-06-23_mda.txt
FA,cached,,data/raw/s1_filings/FA_2021-06-23.txt,data/raw/s1_filings/FA_2021-06-23_risk_factors.txt,data/raw/s1_filings/FA_2021-06-23_mda.txt
MITA,cik_not_found,,,,
GPCO,cik_not_found,,,,
YMM,no_filing,0001838413,,,
AMAM,cik_not_found,,,,
ATMC,cik_not_found,,,,
COYA,cached,,data/raw/s1_filings/COYA_2022-12-29.txt,data/raw/s1_filings/COYA_2022-12-29_risk_factors.txt,data/raw/s1_filings/COYA_2022-12-29_mda.txt
HSPO,cik_not_found,,,,
ATMV,cik_not_found,,,,
LIPO,cached,,data/raw/s1_filings/LIPO_2022-12-20.txt,data/raw/s1_filings/LIPO_2022-12-20_risk_factors.txt,data/raw/s1_filings/LIPO_2022-12-20_mda.txt
RAYA,no_filing,0001825875,,,
JEWL,cik_not_found,,,,
ACRV,cached,,data/raw/s1_filings/ACRV_2022-11-15.txt,data/raw/s1_filings/ACRV_2022-11-15_risk_factors.txt,data/raw/s1_filings/ACRV_2022-11-15_mda.txt
ATAT,no_filing,0001853717,,,
ASPI,cached,,data/raw/s1_filings/ASPI_2022-11-10.txt,data/raw/s1_filings/ASPI_2022-11-10_risk_factors.txt,data/raw/s1_filings/ASPI_2022-11-10_mda.txt
PLTN,cik_not_found,,,,
SNAL,cached,,data/raw/s1_filings/SNAL_2022-11-10.txt,data/raw/s1_filings/SNAL_2022-11-10_risk_factors.txt,data/raw/s1_filings/SNAL_2022-11-10_mda.txt
MBLY,cached,,data/raw/s1_filings/MBLY_2022-10-26.txt,data/raw/s1_filings/MBLY_2022-10-26_risk_factors.txt,data/raw/s1_filings/MBLY_2022-10-26_mda.txt
PRME,cached,,data/raw/s1_filings/PRME_2022-10-20.txt,data/raw/s1_filings/PRME_2022-10-20_risk_factors.txt,data/raw/s1_filings/PRME_2022-10-20_mda.txt
HUDA,cik_not_found,,,,
TENK,cik_not_found,,,,
SVII,cik_not_found,,,,
AQU,cik_not_found,,,,
DMYY,cik_not_found,,,,
LASE,cached,,data/raw/s1_filings/LASE_2022-09-30.txt,data/raw/s1_filings/LASE_2022-09-30_risk_factors.txt,data/raw/s1_filings/LASE_2022-09-30_mda.txt
QOMO,cik_not_found,,,,
NXU,cik_not_found,,,,
GLST,cik_not_found,,,,
NXL,cached,,data/raw/s1_filings/NXL_2022-09-16.txt,data/raw/s1_filings/NXL_2022-09-16_risk_factors.txt,data/raw/s1_filings/NXL_2022-09-16_mda.txt
CRBG,cached,,data/raw/s1_filings/CRBG_2022-09-15.txt,data/raw/s1_filings/CRBG_2022-09-15_risk_factors.txt,data/raw/s1_filings/CRBG_2022-09-15_mda.txt
THRD,cik_not_found,,,,
WLDS,no_filing,0001887673,,,
EFHT,cik_not_found,,,,
VSTD,cached,,data/raw/s1_filings/VSTD_2022-09-09.txt,data/raw/s1_filings/VSTD_2022-09-09_risk_factors.txt,data/raw/s1_filings/VSTD_2022-09-09_mda.txt
BIAF,cached,,data/raw/s1_filings/BIAF_2022-09-01.txt,data/raw/s1_filings/BIAF_2022-09-01_risk_factors.txt,data/raw/s1_filings/BIAF_2022-09-01_mda.txt
SHPH,cached,,data/raw/s1_filings/SHPH_2022-08-31.txt,data/raw/s1_filings/SHPH_2022-08-31_risk_factors.txt,data/raw/s1_filings/SHPH_2022-08-31_mda.txt
HPCO,cik_not_found,,,,
JZ,no_filing,0001852440,,,
NEXR,no_filing,0001885408,,,
ONFO,cached,,data/raw/s1_filings/ONFO_2022-08-26.txt,data/raw/s1_filings/ONFO_2022-08-26_risk_factors.txt,data/raw/s1_filings/ONFO_2022-08-26_mda.txt
PXMD,cik_not_found,,,,
MOB,no_filing,0001898643,,,
STBX,cik_not_found,,,,
GCT,no_filing,0001857816,,,
LUCY,cached,,data/raw/s1_filings/LUCY_2022-08-15.txt,data/raw/s1_filings/LUCY_2022-08-15_risk_factors.txt,data/raw/s1_filings/LUCY_2022-08-15_mda.txt
CHG,cik_not_found,,,,
FRZA,cik_not_found,,,,
REBN,cached,,data/raw/s1_filings/REBN_2022-08-12.txt,data/raw/s1_filings/REBN_2022-08-12_risk_factors.txt,data/raw/s1_filings/REBN_2022-08-12_mda.txt
HMAC,cik_not_found,,,,
TGL,cached,,data/raw/s1_filings/TGL_2022-08-11.txt,data/raw/s1_filings/TGL_2022-08-11_risk_factors.txt,data/raw/s1_filings/TGL_2022-08-11_mda.txt
EMCG,cik_not_found,,,,
MEGL,no_filing,0001881472,,,
PTWO,cik_not_found,,,,
MOBV,cik_not_found,,,,
BRSH,cik_not_found,,,,
MGAM,cached,,data/raw/s1_filings/MGAM_2022-07-29.txt,data/raw/s1_filings/MGAM_2022-07-29_risk_factors.txt,data/raw/s1_filings/MGAM_2022-07-29_mda.txt
MAIA,cached,,data/raw/s1_filings/MAIA_2022-07-28.txt,data/raw/s1_filings/MAIA_2022-07-28_risk_factors.txt,data/raw/s1_filings/MAIA_2022-07-28_mda.txt
VRAX,no_filing,0001885827,,,
HKD,no_filing,0001809691,,,
ILAG,no_filing,0001814963,,,
IE,cached,,data/raw/s1_filings/IE_2022-06-28.txt,data/raw/s1_filings/IE_2022-06-28_risk_factors.txt,data/raw/s1_filings/IE_2022-06-28_mda.txt
SKGR,cik_not_found,,,,
GSUN,no_filing,0001826376,,,
FLFV,cik_not_found,,,,
HSCS,cached,,data/raw/s1_filings/HSCS_2022-06-15.txt,data/raw/s1_filings/HSCS_2022-06-15_risk_factors.txt,data/raw/s1_filings/HSCS_2022-06-15_mda.txt
LYT,cik_not_found,,,,
ACAC,cik_not_found,,,,
PEV,cik_not_found,,,,
SVRE,no_filing,0001894693,,,
TOP,no_filing,0001848275,,,
BNRG,no_filing,0001901215,,,
BGXX,cik_not_found,,,,
GV,no_filing,0001892274,,,
OKYO,no_filing,0001849296,,,
ACDC,cached,,data/raw/s1_filings/ACDC_2022-05-13.txt,data/raw/s1_filings/ACDC_2022-05-13_risk_factors.txt,data/raw/s1_filings/ACDC_2022-05-13_mda.txt
ASNS,cached,,data/raw/s1_filings/ASNS_2022-05-13.txt,data/raw/s1_filings/ASNS_2022-05-13_risk_factors.txt,data/raw/s1_filings/ASNS_2022-05-13_mda.txt
PFHC,cik_not_found,,,,
PNAC,cik_not_found,,,,
HNVR,cached,,data/raw/s1_filings/HNVR_2022-05-11.txt,data/raw/s1_filings/HNVR_2022-05-11_risk_factors.txt,data/raw/s1_filings/HNVR_2022-05-11_mda.txt
MCAC,cik_not_found,,,,
GBBK,cik_not_found,,,,
IVCA,cik_not_found,,,,
BLCO,cached,,data/raw/s1_filings/BLCO_2022-05-06.txt,data/raw/s1_filings/BLCO_2022-05-06_risk_factors.txt,data/raw/s1_filings/BLCO_2022-05-06_mda.txt
PEPG,cached,,data/raw/s1_filings/PEPG_2022-05-06.txt,data/raw/s1_filings/PEPG_2022-05-06_risk_factors.txt,data/raw/s1_filings/PEPG_2022-05-06_mda.txt
RENE,cik_not_found,,,,
EDBL,cached,,data/raw/s1_filings/EDBL_2022-05-05.txt,data/raw/s1_filings/EDBL_2022-05-05_risk_factors.txt,data/raw/s1_filings/EDBL_2022-05-05_mda.txt
AUST,cached,,data/raw/s1_filings/AUST_2022-05-04.txt,data/raw/s1_filings/AUST_2022-05-04_risk_factors.txt,data/raw/s1_filings/AUST_2022-05-04_mda.txt
ASCB,cik_not_found,,,,
BLTE,no_filing,0001889109,,,
HLVX,cik_not_found,,,,
CHEA,cik_not_found,,,,
CLRC,cik_not_found,,,,
OST,no_filing,0001803407,,,
TNON,cached,,data/raw/s1_filings/TNON_2022-04-27.txt,data/raw/s1_filings/TNON_2022-04-27_risk_factors.txt,data/raw/s1_filings/TNON_2022-04-27_mda.txt
AIMAU,cik_not_found,,,,
ACON,cached,,data/raw/s1_filings/ACON_2022-04-22.txt,data/raw/s1_filings/ACON_2022-04-22_risk_factors.txt,data/raw/s1_filings/ACON_2022-04-22_mda.txt
JCSE,no_filing,0001905511,,,
YOTA,cik_not_found,,,,
STSS,cached,,data/raw/s1_filings/STSS_2022-04-14.txt,data/raw/s1_filings/STSS_2022-04-14_risk_factors.txt,data/raw/s1_filings/STSS_2022-04-14_mda.txt
AFAR,cik_not_found,,,,
EE,cached,,data/raw/s1_filings/EE_2022-04-13.txt,data/raw/s1_filings/EE_2022-04-13_risk_factors.txt,data/raw/s1_filings/EE_2022-04-13_mda.txt
GNS,no_filing,0001847806,,,
DECA,cik_not_found,,,,
MSSA,cik_not_found,,,,
XPON,cached,,data/raw/s1_filings/XPON_2022-04-01.txt,data/raw/s1_filings/XPON_2022-04-01_risk_factors.txt,data/raw/s1_filings/XPON_2022-04-01_mda.txt
RVSN,no_filing,0001743905,,,
RWOD,cik_not_found,,,,
ANTX,cached,,data/raw/s1_filings/ANTX_2022-03-25.txt,data/raw/s1_filings/ANTX_2022-03-25_risk_factors.txt,data/raw/s1_filings/ANTX_2022-03-25_mda.txt
LCFY,no_filing,0001875547,,,
RFAC,cik_not_found,,,,
GDST,cached,,data/raw/s1_filings/GDST_2022-03-17.txt,data/raw/s1_filings/GDST_2022-03-17_risk_factors.txt,data/raw/s1_filings/GDST_2022-03-17_mda.txt
AKAN,no_filing,0001888014,,,
NUBI,cik_not_found,,,,
PLAO,cik_not_found,,,,
LBBB,cik_not_found,,,,
KCAC3,cik_not_found,,,,
SHUA,cik_not_found,,,,
SPCM,cik_not_found,,,,
VMCA,cik_not_found,,,,
FGMC,no_filing,0001906364,,,
GSRM,cik_not_found,,,,
CLIN,cik_not_found,,,,
ONCO,cached,,data/raw/s1_filings/ONCO_2022-02-18.txt,data/raw/s1_filings/ONCO_2022-02-18_risk_factors.txt,data/raw/s1_filings/ONCO_2022-02-18_mda.txt
PWUP,cik_not_found,,,,
AXAC,cik_not_found,,,,
FTII,cik_not_found,,,,
MHUA,cik_not_found,,,,
SMFL,cik_not_found,,,,
ASCA,cik_not_found,,,,
GENQ,cik_not_found,,,,
DRCT,cached,,data/raw/s1_filings/DRCT_2022-02-11.txt,data/raw/s1_filings/DRCT_2022-02-11_risk_factors.txt,data/raw/s1_filings/DRCT_2022-02-11_mda.txt
HNRA,cik_not_found,,,,
JGGC,cik_not_found,,,,
MDV,no_filing,0001645873,,,
RACY,cik_not_found,,,,
SGHL,cik_not_found,,,,
TCBP,cik_not_found,,,,
HTCR,cached,,data/raw/s1_filings/HTCR_2022-02-10.txt,data/raw/s1_filings/HTCR_2022-02-10_risk_factors.txt,data/raw/s1_filings/HTCR_2022-02-10_mda.txt
SKYX,cached,,data/raw/s1_filings/SKYX_2022-02-10.txt,data/raw/s1_filings/SKYX_2022-02-10_risk_factors.txt,data/raw/s1_filings/SKYX_2022-02-10_mda.txt
BYNO,cached,,data/raw/s1_filings/BYNO_2022-02-09.txt,data/raw/s1_filings/BYNO_2022-02-09_risk_factors.txt,data/raw/s1_filings/BYNO_2022-02-09_mda.txt
CPAQ,cik_not_found,,,,
EVGR,cik_not_found,,,,
LIVB,cik_not_found,,,,
ATAK,cik_not_found,,,,
ACLX,cached,,data/raw/s1_filings/ACLX_2022-02-04.txt,data/raw/s1_filings/ACLX_2022-02-04_risk_factors.txt,data/raw/s1_filings/ACLX_2022-02-04_mda.txt
LIEN,no_filing,0001843162,,,
NVCT,cached,,data/raw/s1_filings/NVCT_2022-02-04.txt,data/raw/s1_filings/NVCT_2022-02-04_risk_factors.txt,data/raw/s1_filings/NVCT_2022-02-04_mda.txt
TGR,cik_not_found,,,,
MURF,cik_not_found,,,,
MTEK,no_filing,0001872964,,,
ACAX,cik_not_found,,,,
BWAQ,cik_not_found,,,,
CRDO,cached,,data/raw/s1_filings/CRDO_2022-01-27.txt,data/raw/s1_filings/CRDO_2022-01-27_risk_factors.txt,data/raw/s1_filings/CRDO_2022-01-27_mda.txt
KSCP,no_filing,0001600983,,,
FGI,cached,,data/raw/s1_filings/FGI_2022-01-25.txt,data/raw/s1_filings/FGI_2022-01-25_risk_factors.txt,data/raw/s1_filings/FGI_2022-01-25_mda.txt
KYCH,cik_not_found,,,,
LATG,cik_not_found,,,,
HCMA,no_filing,0002069856,,,
HMA,cik_not_found,,,,
KNSW,cik_not_found,,,,
BYN,cik_not_found,,,,
DUET,cik_not_found,,,,
GAQ,cik_not_found,,,,
AIBAF,cik_not_found,,,,
TETE,cik_not_found,,,,
TKLF,no_filing,0001836242,,,
ACAB,cik_not_found,,,,
PPYA,cik_not_found,,,,
CSLM,cik_not_found,,,,
TPG,cached,,data/raw/s1_filings/TPG_2022-01-13.txt,data/raw/s1_filings/TPG_2022-01-13_risk_factors.txt,data/raw/s1_filings/TPG_2022-01-13_mda.txt
WNNR,cik_not_found,,,,
CNTN,cached,,data/raw/s1_filings/CNTN_2022-01-12.txt,data/raw/s1_filings/CNTN_2022-01-12_risk_factors.txt,data/raw/s1_filings/CNTN_2022-01-12_mda.txt
GHIX,cik_not_found,,,,
ITAQ,cik_not_found,,,,
VCXB,cik_not_found,,,,
WAVS,cik_not_found,,,,
BRAC,cik_not_found,,,,
AMLX,cached,,data/raw/s1_filings/AMLX_2022-01-07.txt,data/raw/s1_filings/AMLX_2022-01-07_risk_factors.txt,data/raw/s1_filings/AMLX_2022-01-07_mda.txt
CINC,cik_not_found,,,,
CXAC,cik_not_found,,,,
HOUR,cached,,data/raw/s1_filings/HOUR_2022-01-07.txt,data/raw/s1_filings/HOUR_2022-01-07_risk_factors.txt,data/raw/s1_filings/HOUR_2022-01-07_mda.txt
VBOC,cik_not_found,,,,
VIGL,cik_not_found,,,,
SCRM,cik_not_found,,,,
CITE,cik_not_found,,,,
IROH,cik_not_found,,,,
LGCB,no_filing,0001969401,,,
BAYA,cached,,data/raw/s1_filings/BAYA_2023-12-15.txt,data/raw/s1_filings/BAYA_2023-12-15_risk_factors.txt,data/raw/s1_filings/BAYA_2023-12-15_mda.txt
ZKH,no_filing,0001862044,,,
INHD,cached,,data/raw/s1_filings/INHD_2023-12-14.txt,data/raw/s1_filings/INHD_2023-12-14_risk_factors.txt,data/raw/s1_filings/INHD_2023-12-14_mda.txt
AFJK,cached,,data/raw/s1_filings/AFJK_2023-12-04.txt,data/raw/s1_filings/AFJK_2023-12-04_risk_factors.txt,data/raw/s1_filings/AFJK_2023-12-04_mda.txt
GSIW,no_filing,0001954269,,,
FEBO,no_filing,0001957001,,,
CLBR,no_filing,0002091024,,,
ELAB,cached,,data/raw/s1_filings/ELAB_2023-11-21.txt,data/raw/s1_filings/ELAB_2023-11-21_risk_factors.txt,data/raw/s1_filings/ELAB_2023-11-21_mda.txt
DDC,no_filing,0001808110,,,
RR,cached,,data/raw/s1_filings/RR_2023-11-17.txt,data/raw/s1_filings/RR_2023-11-17_risk_factors.txt,data/raw/s1_filings/RR_2023-11-17_mda.txt
GLAC,cik_not_found,,,,
SGN,cik_not_found,,,,
SHIM,cached,,data/raw/s1_filings/SHIM_2023-11-14.txt,data/raw/s1_filings/SHIM_2023-11-14_risk_factors.txt,data/raw/s1_filings/SHIM_2023-11-14_mda.txt
CRGX,cik_not_found,,,,
HG,cached,,data/raw/s1_filings/HG_2023-11-10.txt,data/raw/s1_filings/HG_2023-11-10_risk_factors.txt,data/raw/s1_filings/HG_2023-11-10_mda.txt
AITR,cik_not_found,,,,
ANSC,cached,,data/raw/s1_filings/ANSC_2023-11-09.txt,data/raw/s1_filings/ANSC_2023-11-09_risk_factors.txt,data/raw/s1_filings/ANSC_2023-11-09_mda.txt
GVH,no_filing,0001978527,,,
LXEO,cached,,data/raw/s1_filings/LXEO_2023-11-03.txt,data/raw/s1_filings/LXEO_2023-11-03_risk_factors.txt,data/raw/s1_filings/LXEO_2023-11-03_mda.txt
PAPL,cached,,data/raw/s1_filings/PAPL_2023-11-01.txt,data/raw/s1_filings/PAPL_2023-11-01_risk_factors.txt,data/raw/s1_filings/PAPL_2023-11-01_mda.txt
ATGL,no_filing,0001967621,,,
MNR,cached,,data/raw/s1_filings/MNR_2023-10-25.txt,data/raw/s1_filings/MNR_2023-10-25_risk_factors.txt,data/raw/s1_filings/MNR_2023-10-25_mda.txt
NCL,cached,,data/raw/s1_filings/NCL_2023-10-19.txt,data/raw/s1_filings/NCL_2023-10-19_risk_factors.txt,data/raw/s1_filings/NCL_2023-10-19_mda.txt
WBUY,no_filing,0001946703,,,
BIRK,no_filing,0001977102,,,
GMM,no_filing,0001913749,,,
LRHC,cached,,data/raw/s1_filings/LRHC_2023-10-10.txt,data/raw/s1_filings/LRHC_2023-10-10_risk_factors.txt,data/raw/s1_filings/LRHC_2023-10-10_mda.txt
PMEC,no_filing,0001891944,,,
GPAK,cik_not_found,,,,
QETA,cached,,data/raw/s1_filings/QETA_2023-10-06.txt,data/raw/s1_filings/QETA_2023-10-06_risk_factors.txt,data/raw/s1_filings/QETA_2023-10-06_mda.txt
SPKL,cached,,data/raw/s1_filings/SPKL_2023-10-06.txt,data/raw/s1_filings/SPKL_2023-10-06_risk_factors.txt,data/raw/s1_filings/SPKL_2023-10-06_mda.txt
MSS,cached,,data/raw/s1_filings/MSS_2023-10-05.txt,data/raw/s1_filings/MSS_2023-10-05_risk_factors.txt,data/raw/s1_filings/MSS_2023-10-05_mda.txt
ANL,no_filing,0001944552,,,
SYRA,cached,,data/raw/s1_filings/SYRA_2023-09-29.txt,data/raw/s1_filings/SYRA_2023-09-29_risk_factors.txt,data/raw/s1_filings/SYRA_2023-09-29_mda.txt
VSME,no_filing,0001951294,,,
LRE,no_filing,0001888980,,,
TURB,no_filing,0001963439,,,
MDBH,download_error: 404 Client Error: Not Found for url: https://www.sec.gov/Archives/edgar/data/1934642/000149315223025020/forms-1a.htm,0001934642,,,
KVYO,cached,,data/raw/s1_filings/KVYO_2023-09-20.txt,data/raw/s1_filings/KVYO_2023-09-20_risk_factors.txt,data/raw/s1_filings/KVYO_2023-09-20_mda.txt
CART,cached,,data/raw/s1_filings/CART_2023-09-19.txt,data/raw/s1_filings/CART_2023-09-19_risk_factors.txt,data/raw/s1_filings/CART_2023-09-19_mda.txt
DTCK,cik_not_found,,,,
NMRA,cached,,data/raw/s1_filings/NMRA_2023-09-15.txt,data/raw/s1_filings/NMRA_2023-09-15_risk_factors.txt,data/raw/s1_filings/NMRA_2023-09-15_mda.txt
RYZB,cik_not_found,,,,
ARM,no_filing,0001973239,,,
SPPL,no_filing,0001948697,,,
NWGL,no_filing,0001948294,,,
AXG,no_filing,0001959224,,,
IVP,cik_not_found,,,,
NNAG,cik_not_found,,,,
SPGC,cik_not_found,,,,
SRM,cik_not_found,,,,
LQR,cik_not_found,,,,
NRXS,cached,,data/raw/s1_filings/NRXS_2023-08-09.txt,data/raw/s1_filings/NRXS_2023-08-09_risk_factors.txt,data/raw/s1_filings/NRXS_2023-08-09_mda.txt
GMEX,no_filing,0001928581,,,
